Dolunay Dedektifleri 1 / İz Peşinde 
Buz Bebekler 
Kapiland’ın Kobayları 
Büyükanne Cebimde 
Ben Bir Hayaletim
Dominis Efsanesi / Paralel Evrenler
Dominis Efsanesi / Alev Kanatları
Filippo, Kiraz Ağacı ve Ben (Ciltli Şömizli) 
Hortlaklar Geçidi
Pertevcanın Akıllara Zarar Maceraları / Geçmişe Yolculuk 
Pertevcanın Akıllara Zarar Maceraları 2 / Geleceğe Yolculuk
Buzdolabının Sırrı 
Başka Yerde Okumadığınız Şeyler
Sırlarla Dolu Konak 
Rüyalar Uçar Mı?
Duvarda 3 Hafta
Sherlock Lupen ve Ben 7 / Kral Kobra Bilmecesi
Dere Ülkesinin Yolcusu Hebo
Benim Adım Hiç Kimse 
Bilim Okulu Proje X 
Böcek Kam Uyanıyor / Bilim Dedektifleri 
Kayıp Kitap Avcıları 1 Peter Pan’in İzinde (Karton Kapak) 
Kepler62 & Gerisayım
6 Yıl Tam Pansiyon 
Bizim Evin Halleri 
Şu Acayip Kulaklar 
Teneke Uygarlığı 
Temmuz Elması 
Tuhaf Çocuk
Bizim Can 
Kardeşim ve Ben
Karıncalar Savaşı 
Mutluluk Sokağı 
Zamanın Bekçileri 
Bilmecenin İzinde Maceranın Peşinde
Büyülü Çember
Dünyanın En Komik Adamı 
Gizemli Şehrin Çocukları
Wundersmith & Morrigan Crow’un Gerçek Kimliği
Kırmızı Arabanın Hayaleti
Nevermoor & Morrigan Crow’un Büyük Sınavı 
Masal Kaçkını
Tehlike Peşimizde / İstanbul Dedektifleri 4
Hayallerin Ötesinde
Jüpiter’den Kaçış
Mükemmeler Kulübü 
Elmas Yağmuru 
Mırıldanan Çocuk
Eyvah Sorular Kayboldu
Ayı Dönüyor
Bir Dilek Tut
Son Kelime
Beyaz Odadaki Çocuk
Bizim Evin Tuhaf Halleri- Çocuktan Al Bilgiyi
Kabak Çekirdeği Gezegeni
Filozofya
Einstein’ın Hayatını Nasıl Kurtardım?
Pertevcanın Akıllara Zarar Maceraları - Geçmişe Yolculuk
Göktürk Prensi
Başarısızlar Kulübü
Sakın Arkana Bakma!
Definecideki Sır - Şimendifer Çocukları (Karton Kapak)
Suyun Bizi Götürdüğü Yer
Ekonomi Okulu
Kartalın Gölgesi
Jüpiterden Kaçış
Sevgiler Clementine
Filippo, Ben ve Kiraz Ağacı
Süper Başkan - Zamanı Durduran Saat
Arkadaşlık Çok Karışık - Çocuktan Al Bilgiyi
Gizemli Öğretmen
Bul Beni Ziba
Büyük Dostum
Arincon
Yok Böyle Bir Robot! - Acayip İşler Takımı
Karahan - Kartal Terbiyecisi
Dicembre’nin Sıra Dışı Evi
Sahildeki Gizemli Ev
Mağarada Tek Başına
Ortanca
Kayıp Balina
Toz ve Hayaller Kitapçısı
Hacker - Her Şey Kardeşim İçin
Umut Mevsimi - Mavinin Kızı Emily
Elişi Kentinden Jules Verne Adasına
Kışın Şarkısını Kim Söyleyecek?
Kemik
Bir Gizli Hazine İdim
Marsta Sel
Papkin Gizemli Şato - Özgür Romanlar
Eksik Parçanın Gizemi - Neredesin 105?
Bir Tür Kıvılcım
Öteorman
Kanatsız Kelebek - Mavinin Kızı Emily
Festergrimm
Eyvah, Dayım Kayboldu! 
Aykanat Sare- Korkusuz Kahramanlar 
Gizli Takip- Dedektif Aynes 
Gizemli Tetkikçi- Dedektif Aynes 
Ateşkuşu Efsanesi
Kayıp Rüyanın Peşinde 
Bir Şehir Kalbimi Çaldı 
Zia Dünyayı Siliyor 
Dünyayı Sırtında Taşıyan Balık 
Gizli Dünyalar Geçidi 
Olga ve Ormanın Çığlığı 
Gelecek Ekspresi- Çöp Dünya 
Zihin Okuyan Kız (Yeryüzü Muhafızları)
Abbas Dayı Hadisesi 
Mona Lisa Senfonisi 
Hayatı Kopya Kayıp Çocuk Gizemi 
Çiçek Ekspresi
Denizler Arslanı 
Sırlarla Dolu Bir Kitap- Tılsımlı Serüvenler 
Dedektif Ted-Hadi Olayı Çöz! 
Kayıp Sırlar Muhafızı 
Gül Dediysem O Kadar da Değil!- Neşeli Günlük 2 
Obrukya’da Bir Gece 
Hayta 
Yıldız Köpek 
Element Avcıları
Papkin Korkunç Deney- Özgür Romanlar
Erime
Kapının Ardındaki Sır 
Çatalın Neden Tadı Yoktur?
Saatçilerin Tehlikeli Yolculuğu 
En Doğru Arkadaşınız 
Alice’in Dünya Turu 
Alis ve Mutluluk Virüsü 
Yıldızlı Gece Tiyatrosu 
Gerçekleşen Rüya- Mavinin Kızı Emily 
Okuma Bilmeyen Kitapçı 
Papkin Korsanlardan Kaçış- Özgür Romanlar
Zaman Yolcuları Çanakkale Savaşında
Mavi Hayal Pembe Düş- Özgür Romanlar 
Kayıp Haritanın Peşinde- İstanbul Dedektifleri 
Gizemli Dağ- Kızılırmak Kıyısında
Acemi Korsan
Süper Gazeteciler 4 / Belalı Davetiye
Böcek Çocuk 
Eski Dostum Kertenkele 
Çocuk Kalbi/Dünya Çocuk Klasikleri 
Midas’ın Geveze Berberi & Anadolu Uygarlıkları
Kendine Ait Bir Adın 
Sisin Sakladıkları 1
İki Yıl Okul Tatili 
Savaş Atı 
Dünyanın Merkezine Yolculuk
Ayasofya’da Bir Gece 
Çöplük
Eyvah Kitap! 
Olduğun Yerde Kal 
Alaaddin’in Geveze Su Boruları 
Genç Dervişin Teselli Koleksiyonu 
Kiraz Ağacı ile Aramızdaki Mesafe 
Korsanlardan Kaçış
